,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,69.0,25,0.0024360000097658485,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 2, 0, 0, 2, 0, 1, 2, 2, 0, 1, 1, 2, 0, 2, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 0, 0, 1, 2, 1, 0, 2, 2, 1, 1, 1, 0, 0, 1, 0, 2, 0, 0, 1, 1, 2, 0, 0, 1, 2, 2, 1, 0, 2, 1, 2, 1, 0, 1, 1, 2, 0, 0, 2, 2, 1, 0, 2, 2, 2, 0, 0, 1, 1, 1, 0, 0, 1, 1, 2, 0, 1, 2, 2]",25,0.1,1000
1,1000,11.0,26054,3.1091335999954026,"[1, 2, 0, 1, 2, 2, 1, 2, 2, 0, 2, 0, 2, 0, 1, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 0, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 0, 2, 0, 1, 0, 0, 0, 2, 2, 1, 2, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 2, 1, 0, 2, 1, 1, 1, 2, 1, 2, 1, 1, 0, 1, 1, 2, 1, 2, 0, 0, 0, 1, 1, 0, 2, 0, 2, 1, 1, 2, 2, 0, 0]",25,0.1,1000
